status_type,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,days_since_start,Cluster
photo,2017-12-05 01:25:00,675.0,9.999999999999998,0.0,645.0,29.0,1.0,0.0,0.0,0.0,1968.0,1
photo,2017-12-04 08:28:00,737.0,18.0,0.0,697.0,31.0,9.0,0.0,0.0,0.0,1968.0,1
photo,2017-12-03 01:40:00,572.0,16.0,0.0,554.0,16.0,1.9999999999999998,0.0,0.0,0.0,1966.0,1
photo,2017-11-22 22:14:00,23.0,7.0,0.0,20.0,3.0,0.0,0.0,0.0,0.0,1956.0,0
photo,2017-11-21 01:37:00,266.0,25.0,0.0,250.0,11.0,5.0,0.0,0.0,0.0,1954.0,0
video,2017-11-21 00:22:00,378.0,512.0,30.0,348.0,27.0,1.9999999999999998,0.0,0.0,1.0,1954.0,2
video,2017-11-18 22:32:00,421.0,709.0,30.0,373.0,45.0,1.9999999999999998,0.0,1.0,0.0,1952.0,2
photo,2017-11-16 00:01:00,76.00000000000001,17.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,1949.0,0
photo,2017-11-09 00:32:00,36.0,11.0,0.0,34.0,2.0,0.0,0.0,0.0,0.0,1942.0,0
photo,2017-11-02 21:22:00,19.0,8.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,1936.0,0
photo,2017-10-30 23:46:00,27.0,9.999999999999998,0.0,27.0,0.0,0.0,0.0,0.0,0.0,1933.0,0
photo,2017-10-26 12:02:00,117.0,2.0,53.0,108.0,9.0,0.0,0.0,0.0,0.0,1929.0,1
photo,2017-10-26 11:53:00,146.0,1.0,0.0,145.0,1.0,0.0,0.0,0.0,0.0,1929.0,0
photo,2017-10-25 22:45:00,166.0,0.0,13.0,151.0,7.0,0.0,0.0,8.0,0.0,1928.0,1
photo,2017-10-25 22:29:00,190.0,0.0,31.0,171.0,0.0,0.0,0.0,19.0,0.0,1928.0,1
photo,2017-10-24 03:55:00,217.0,16.0,0.0,213.0,4.0,0.0,0.0,0.0,0.0,1927.0,0
photo,2017-10-24 01:20:00,458.0,14.0,0.0,451.0,3.0,4.0,0.0,0.0,0.0,1926.0,0
photo,2017-10-23 03:52:00,553.0,15.0,0.0,538.0,12.0,3.0,0.0,0.0,0.0,1926.0,1
photo,2017-10-23 03:23:00,203.0,18.0,11.0,190.0,7.0,6.0,0.0,0.0,0.0,1926.0,1
photo,2017-10-22 00:38:00,1005.0,25.0,1.0,979.0,16.0,9.0,1.0,0.0,0.0,1924.0,1
video,2017-10-21 23:43:00,202.0,145.0,23.0,182.0,19.0,0.0,0.0,0.0,1.0,1924.0,1
photo,2017-10-21 03:19:00,428.0,14.0,0.0,419.0,4.0,5.0,0.0,0.0,0.0,1924.0,0
photo,2017-10-20 06:37:00,479.0,17.0,0.0,462.0,10.0,7.0,0.0,0.0,0.0,1923.0,1
video,2017-10-20 03:19:00,212.0,116.0,11.0,201.0,10.0,1.0,0.0,0.0,0.0,1923.0,1
video,2017-10-19 02:44:00,225.0,157.0,17.0,211.0,14.0,0.0,0.0,0.0,0.0,1921.0,1
video,2017-10-18 09:13:00,171.0,46.0,5.0,156.0,12.0,1.9999999999999998,1.0,0.0,0.0,1921.0,1
video,2017-10-18 02:33:00,247.0,120.0,16.0,232.0,14.0,1.0,0.0,0.0,0.0,1920.0,1
video,2017-10-17 05:37:00,269.0,453.0,39.0,242.0,26.0,1.0,0.0,0.0,0.0,1920.0,2
video,2017-10-17 02:36:00,258.0,486.0,32.0,235.0,23.0,0.0,0.0,0.0,0.0,1919.0,2
photo,2017-10-17 01:47:00,109.0,2.0,1.0,104.0,5.0,0.0,0.0,0.0,0.0,1919.0,0
photo,2017-10-16 22:47:00,97.0,5.0,0.0,96.0,0.0,1.0,0.0,0.0,0.0,1919.0,0
video,2017-10-16 06:37:00,280.0,199.0,25.0,254.0,24.0,1.9999999999999998,0.0,0.0,0.0,1919.0,1
video,2017-10-16 05:25:00,325.0,77.0,21.0,293.0,30.0,1.0,1.0,0.0,0.0,1919.0,1
photo,2017-10-15 22:58:00,51.0,11.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,1918.0,0
video,2017-10-15 02:27:00,280.0,825.0,47.0,243.0,35.0,1.0,1.0,0.0,0.0,1917.0,2
video,2017-10-14 10:37:00,688.0,0.0,0.0,632.0,34.0,0.0,0.0,22.0,0.0,1917.0,1
video,2017-10-14 03:35:00,365.0,805.0,46.0,320.0,39.0,1.0,3.0,0.0,2.0,1917.0,2
photo,2017-10-12 21:43:00,295.0,5.0,0.0,295.0,0.0,0.0,0.0,0.0,0.0,1915.0,0
photo,2017-10-11 22:21:00,27.0,14.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,1914.0,0
photo,2017-10-06 08:04:00,15.0,11.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1909.0,0
photo,2017-10-04 23:19:00,16.0,12.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1907.0,0
photo,2017-10-01 03:31:00,29.0,12.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1904.0,0
video,2017-10-01 01:05:00,28.0,6.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,1903.0,0
photo,2017-09-28 23:21:00,8.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1901.0,0
photo,2017-09-28 00:12:00,10.0,9.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1900.0,0
photo,2017-09-26 22:39:00,39.0,8.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,1899.0,0
photo,2017-09-25 22:52:00,49.0,11.0,0.0,47.0,2.0,0.0,0.0,0.0,0.0,1898.0,0
video,2017-09-24 01:58:00,226.0,448.99999999999994,37.0,189.0,25.0,1.0,1.0,10.0,0.0,1896.0,2
video,2017-09-24 01:52:00,104.0,49.0,13.0,91.0,12.0,0.0,0.0,1.0,0.0,1896.0,1
photo,2017-09-23 03:56:00,251.0,17.0,0.0,244.0,7.0,0.0,0.0,0.0,0.0,1896.0,0
video,2017-09-23 00:09:00,244.0,589.0,48.0,213.0,29.0,1.0,1.0,0.0,0.0,1895.0,2
video,2017-09-22 08:48:00,252.0,558.0,41.0,204.0,45.0,1.0,1.0,0.0,1.0,1895.0,2
video,2017-09-21 08:22:00,121.0,15.0,4.0,114.0,4.0,1.9999999999999998,1.0,0.0,0.0,1894.0,0
photo,2017-09-21 01:50:00,321.0,5.0,0.0,307.0,11.0,1.9999999999999998,1.0,0.0,0.0,1893.0,0
photo,2017-09-21 00:26:00,103.0,8.0,3.0,99.0,4.0,0.0,0.0,0.0,0.0,1893.0,0
video,2017-09-20 23:43:00,136.0,31.0,16.0,122.0,14.0,0.0,0.0,0.0,0.0,1893.0,1
video,2017-09-20 21:25:00,337.0,247.0,27.0,300.0,35.0,1.0,1.0,0.0,0.0,1893.0,2
photo,2017-09-20 09:47:00,648.0,13.0,0.0,627.0,18.0,3.0,0.0,0.0,0.0,1893.0,1
video,2017-09-20 00:19:00,175.0,157.0,14.0,157.0,18.0,0.0,0.0,0.0,0.0,1892.0,1
video,2017-09-19 07:39:00,339.0,424.0,36.0,296.0,38.0,1.0,4.0,0.0,0.0,1892.0,2
photo,2017-09-19 06:44:00,341.0,3.0,0.0,331.0,8.0,1.9999999999999998,0.0,0.0,0.0,1892.0,0
video,2017-09-19 00:40:00,177.0,131.0,27.0,150.0,27.0,0.0,0.0,0.0,0.0,1891.0,1
photo,2017-09-13 03:48:00,201.0,0.0,0.0,195.0,4.0,1.9999999999999998,0.0,0.0,0.0,1886.0,0
photo,2017-09-12 22:34:00,43.0,7.0,0.0,41.0,2.0,0.0,0.0,0.0,0.0,1885.0,0
photo,2017-09-11 06:14:00,40.0,7.0,0.0,39.0,1.0,0.0,0.0,0.0,0.0,1884.0,0
photo,2017-09-07 22:52:00,58.0,14.0,0.0,57.0,1.0,0.0,0.0,0.0,0.0,1880.0,0
video,2017-09-07 04:21:00,403.0,525.0,42.0,363.0,36.0,1.0,3.0,0.0,0.0,1880.0,2
photo,2017-09-07 02:02:00,148.0,4.0,3.0,144.0,4.0,0.0,0.0,0.0,0.0,1879.0,0
photo,2017-09-06 23:14:00,150.0,24.0,2.0,144.0,6.0,0.0,0.0,0.0,0.0,1879.0,0
photo,2017-09-06 07:33:00,53.0,12.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,1879.0,0
status,2017-09-06 06:22:00,144.0,15.0,8.0,140.0,4.0,0.0,0.0,0.0,0.0,1879.0,0
video,2017-09-06 03:48:00,298.0,491.0,46.0,262.0,34.0,1.9999999999999998,0.0,0.0,0.0,1879.0,2
photo,2017-09-06 02:02:00,171.0,4.0,1.0,166.0,5.0,0.0,0.0,0.0,0.0,1878.0,0
video,2017-08-31 08:50:00,374.0,588.0,46.0,327.0,47.0,0.0,0.0,0.0,0.0,1873.0,2
photo,2017-08-30 08:38:00,181.0,20.0,0.0,180.0,1.0,0.0,0.0,0.0,0.0,1872.0,0
photo,2017-08-27 09:46:00,267.0,20.0,1.0,249.0,8.0,10.0,0.0,0.0,0.0,1869.0,0
photo,2017-08-27 04:54:00,60.0,7.0,0.0,59.0,1.0,0.0,0.0,0.0,0.0,1869.0,0
photo,2017-08-25 07:36:00,98.0,23.0,5.0,95.0,2.0,1.0,0.0,0.0,0.0,1867.0,0
video,2017-08-25 02:29:00,26.0,7.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,1866.0,0
photo,2017-08-24 02:18:00,255.0,18.0,0.0,244.0,11.0,0.0,0.0,0.0,0.0,1865.0,0
photo,2017-08-23 06:15:00,174.0,6.0,1.0,167.0,5.0,1.9999999999999998,0.0,0.0,0.0,1865.0,0
photo,2017-08-22 10:59:00,64.0,5.0,1.0,59.0,5.0,0.0,0.0,0.0,0.0,1864.0,0
photo,2017-08-22 10:32:00,62.0,3.0,0.0,58.0,4.0,0.0,0.0,0.0,0.0,1864.0,0
video,2017-08-22 01:40:00,192.0,417.0,40.0,168.0,22.0,1.0,1.0,0.0,0.0,1863.0,2
photo,2017-08-22 00:09:00,110.0,18.0,6.0,110.0,0.0,0.0,0.0,0.0,0.0,1863.0,0
photo,2017-08-22 00:08:00,119.0,12.0,7.0,117.0,2.0,0.0,0.0,0.0,0.0,1863.0,0
photo,2017-08-20 04:41:00,42.0,11.0,0.0,41.0,0.0,1.0,0.0,0.0,0.0,1862.0,0
video,2017-08-19 23:14:00,234.0,355.0,34.0,178.0,52.0,1.9999999999999998,0.0,1.0,1.0,1861.0,2
photo,2017-08-18 11:35:00,54.0,9.999999999999998,0.0,53.0,1.0,0.0,0.0,0.0,0.0,1860.0,0
photo,2017-08-18 11:33:00,82.0,8.0,0.0,80.0,1.0,0.0,0.0,1.0,0.0,1860.0,0
photo,2017-08-18 08:36:00,18.0,8.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1860.0,0
photo,2017-08-15 09:58:00,147.0,17.0,7.0,141.0,5.0,1.0,0.0,0.0,0.0,1857.0,0
photo,2017-08-15 09:31:00,80.0,8.0,0.0,79.0,1.0,0.0,0.0,0.0,0.0,1857.0,0
video,2017-08-14 07:41:00,299.0,564.0,42.0,262.0,34.0,1.0,1.0,0.0,1.0,1856.0,2
photo,2017-08-12 02:40:00,629.0,11.0,1.0,607.0,18.0,4.0,0.0,0.0,0.0,1853.0,1
photo,2017-08-11 20:41:00,68.99999999999999,2.0,0.0,67.0,2.0,0.0,0.0,0.0,0.0,1853.0,0
video,2017-08-11 00:27:00,219.0,110.0,17.0,190.0,26.0,1.0,2.0,0.0,0.0,1852.0,1
photo,2017-08-10 23:39:00,30.0,2.0,0.0,27.0,3.0,0.0,0.0,0.0,0.0,1852.0,0
photo,2017-08-10 09:17:00,65.0,1.0,0.0,62.0,2.0,1.0,0.0,0.0,0.0,1852.0,0
photo,2017-08-10 03:03:00,161.0,7.0,0.0,153.0,8.0,0.0,0.0,0.0,0.0,1852.0,0
video,2017-08-10 01:24:00,398.0,605.0,30.0,348.0,44.0,3.0,3.0,0.0,0.0,1851.0,2
photo,2017-08-09 05:14:00,47.0,7.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,1851.0,0
photo,2017-08-09 01:45:00,182.0,3.0,4.0,177.0,5.0,0.0,0.0,0.0,0.0,1850.0,0
video,2017-08-08 22:24:00,317.0,158.0,32.0,269.0,47.0,1.0,0.0,0.0,0.0,1850.0,2
photo,2017-08-07 09:18:00,16.0,9.999999999999998,0.0,15.0,1.0,0.0,0.0,0.0,0.0,1849.0,0
photo,2017-08-06 01:08:00,30.0,9.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1847.0,0
photo,2017-08-06 00:36:00,57.0,7.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1847.0,0
photo,2017-08-05 01:44:00,73.99999999999999,6.0,3.0,73.99999999999999,0.0,0.0,0.0,0.0,0.0,1846.0,0
video,2017-08-03 04:50:00,368.0,910.9999999999999,50.0,317.0,50.0,1.0,0.0,0.0,0.0,1845.0,2
photo,2017-08-03 04:31:00,19.0,3.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1845.0,0
photo,2017-08-02 22:18:00,176.0,3.0,0.0,175.0,0.0,1.0,0.0,0.0,0.0,1844.0,0
photo,2017-08-02 06:02:00,133.0,7.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,1844.0,0
photo,2017-08-02 02:54:00,162.0,6.0,2.0,158.0,3.0,1.0,0.0,0.0,0.0,1844.0,0
status,2017-08-01 00:57:00,42.0,16.0,9.0,41.0,1.0,0.0,0.0,0.0,0.0,1842.0,0
status,2017-07-31 09:50:00,33.0,6.0,3.0,31.0,2.0,0.0,0.0,0.0,0.0,1842.0,0
video,2017-07-28 01:10:00,29.0,6.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,1838.0,0
photo,2017-07-27 22:48:00,43.0,6.0,0.0,42.0,1.0,0.0,0.0,0.0,0.0,1838.0,0
photo,2017-07-27 08:08:00,14.0,6.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,1838.0,0
video,2017-07-26 09:01:00,475.0,574.0,48.0,406.0,63.0,4.0,2.0,0.0,0.0,1837.0,2
photo,2017-07-25 23:18:00,50.0,8.0,2.0,49.0,1.0,0.0,0.0,0.0,0.0,1836.0,0
photo,2017-07-25 22:46:00,94.0,23.0,6.0,94.0,0.0,0.0,0.0,0.0,0.0,1836.0,0
video,2017-07-22 08:50:00,303.0,34.0,3.0,291.0,11.0,1.0,0.0,0.0,0.0,1833.0,1
photo,2017-07-22 07:08:00,168.0,7.0,1.0,167.0,1.0,0.0,0.0,0.0,0.0,1833.0,0
photo,2017-07-21 23:32:00,248.0,14.0,0.0,241.0,7.0,0.0,0.0,0.0,0.0,1832.0,0
photo,2017-07-21 08:52:00,422.0,6.0,0.0,410.0,8.0,3.0,1.0,0.0,0.0,1832.0,0
photo,2017-07-21 04:20:00,189.0,3.0,0.0,184.0,2.0,0.0,3.0,0.0,0.0,1832.0,0
photo,2017-07-21 02:59:00,390.0,17.0,2.0,382.0,5.0,3.0,0.0,0.0,0.0,1832.0,0
photo,2017-07-20 23:30:00,618.0,28.0,0.0,597.0,14.0,7.0,0.0,0.0,0.0,1831.0,1
photo,2017-07-20 08:59:00,191.0,2.0,2.0,188.0,2.0,1.0,0.0,0.0,0.0,1831.0,0
photo,2017-07-16 02:18:00,364.0,7.0,2.0,347.0,15.0,1.9999999999999998,0.0,0.0,0.0,1826.0,1
photo,2017-07-13 00:11:00,51.0,9.999999999999998,0.0,51.0,0.0,0.0,0.0,0.0,0.0,1823.0,0
video,2017-07-12 07:59:00,282.0,523.9999999999999,38.0,247.0,34.0,0.0,1.0,0.0,0.0,1823.0,2
photo,2017-07-09 07:26:00,369.0,14.0,1.0,362.0,7.0,0.0,0.0,0.0,0.0,1820.0,0
photo,2017-07-08 08:41:00,138.0,16.0,6.0,133.0,4.0,1.0,0.0,0.0,0.0,1819.0,0
photo,2017-07-05 09:15:00,96.0,9.0,1.0,93.0,1.0,1.9999999999999998,0.0,0.0,0.0,1816.0,0
photo,2017-07-04 05:55:00,186.0,11.0,0.0,184.0,1.0,1.0,0.0,0.0,0.0,1815.0,0
photo,2017-07-04 01:30:00,487.0,15.0,0.0,461.0,14.0,12.0,0.0,0.0,0.0,1814.0,1
video,2017-07-03 23:23:00,282.0,19.0,4.0,257.0,20.0,3.0,2.0,0.0,0.0,1814.0,1
photo,2017-06-26 04:06:00,383.0,8.0,1.0,367.0,13.0,3.0,0.0,0.0,0.0,1807.0,1
photo,2017-06-25 11:49:00,216.0,0.0,1.0,211.0,5.0,0.0,0.0,0.0,0.0,1806.0,0
photo,2017-06-25 09:47:00,48.0,0.0,0.0,45.0,2.0,1.0,0.0,0.0,0.0,1806.0,0
video,2017-06-25 07:42:00,885.0,461.99999999999994,26.0,659.0,220.0,0.0,2.0,0.0,0.0,1806.0,2
photo,2017-06-25 07:02:00,185.0,11.0,1.0,175.0,10.0,0.0,0.0,0.0,0.0,1806.0,0
photo,2017-06-25 04:58:00,259.0,1.0,1.0,251.0,7.0,0.0,1.0,0.0,0.0,1806.0,0
photo,2017-06-25 02:48:00,299.0,9.0,0.0,291.0,8.0,0.0,0.0,0.0,0.0,1805.0,0
photo,2017-06-24 23:41:00,199.0,9.0,1.0,186.0,13.0,0.0,0.0,0.0,0.0,1805.0,0
